bankcd,banknm,rivnm,rivdv,banklr,staddr,stchm,stchs,edaddr,edchm,edchs,len,plfwv,plfwl,plrivwith,bankwith,inslp,outslp,sttmx,sttmy,edtmx,edtmy,outstn,instn,gatecnt,pgatecnt,pipecnt,pumtcnt,bodysf,etcsf,mngrdtp,bkrdtp,hgebmttp,hgebmtst,bedtp,bedst,lwebmttp,lwebmtst,waystn,crstp,bedsoil
100133010020,가담제,섬강,국가,좌,강원도 횡성군,47,186,강원도 횡성군,49,436,2105,3760,106.10~109.86,,,1:2.0,,,,,,,,,,,,,,,,,,,,,,,,
100133010021,읍하제,섬강,국가,좌,강원도 횡성군,49,645,강원도 횡성군,52,400,2656,,111.31~117.07,,,1:2.0,,,,,,,,,,,,,,,,,,,,,,,,
100133010022,마옥제,섬강,국가,좌,강원도 횡성군,54,714,강원도 횡성군,55,400,686,2470,122.12~124.72,,,1:2.0,,,,,,,,,,,,,,,,,,,,,,,,
100133020005,반계1제,섬강,국가,우,강원도 원주시,4,274,강원도 원주시,7,375,3210,7770,53.15~54.34,,,1:3.0,,,,,,,,,,,,,,,,,,,,,,,,
100133020006,반계2제,섬강,국가,우,강원도 원주시,7,485,강원도 원주시,11,90,3740,,53.72~57.77,,,1:3.0,,,,,,,,,,,,,,,,,,,,,,,,
100133020007,취병제,섬강,국가,우,강원도 원주시,11,430,강원도 원주시,13,0,2966,7220,58.46~59.87,,,1:2.0,,,,,,,,,,,,,,,,,,,,,,,,
100133020008,안창우안제,섬강,국가,우,강원도 원주시,14,260,강원도 원주시,15,780,1670,7220,62.84~64.13,,,1:2.0,,,,,,,,,,,,,,,,,,,,,,,,
100133020009,안창제,섬강,국가,우,강원도 원주시,15,830,강원도 원주시,17,860,1954,,64.50~65.82,,,1:2.0,,,,,,,,,,,,,,,,,,,,,,,,
100133020010,월송1제,섬강,국가,우,강원도 원주시,23,527,강원도 원주시,25,952,2266,5720,74.28~76.80,,,1:2.0,,,,,,,,,,,,,,,,,,,,,,,,
100133020011,옥계2제,섬강,국가,우,강원도 원주시,27,630,강원도 원주시,28,534,842,5720,78.53~81.69,,,1:3.0,,,,,,,,,,,,,,,,,,,,,,,,
100133020012,매호제,섬강,국가,우,강원도 원주시,29,485,강원도 원주시,32,873,3869,5240,83.12~86.55,,,1:2.0,,,,,,,,,,,,,,,,,,,,,,,,
100133020013,대덕제,섬강,국가,우,강원도 원주시,36,101,강원도 원주시,37,378,1401,4040,91.58~93.01,,,1:3.0,,,,,,,,,,,,,,,,,,,,,,,,
100133020014,대덕1제,섬강,국가,우,강원도 원주시,37,378,강원도 원주시,37,848,485,4040,93.12~93.37,,,1:3.0,,,,,,,,,,,,,,,,,,,,,,,,
100163010000,덕평제,청미천,국가,좌,경기도 여주군 점동면 덕평리,27,120,경기도 여주군 점동면 덕평리,22,270,2766,2120,54.66~56.15,175~220,4,1:2.0,1:2.0,257010,407118,258671,408294,농경지,농경지,0,2,4,,양호,,비포장,,돌망태+사석,양호,,,,,사행부,복단면,사질토
100163010001,부구1제,청미천,국가,좌,경기도 여주군 점동면 부구리,17,0,경기도 여주군 점동면 부구리,16,270,272,,53.00~53.30,240~287,3,1:2.0,1:2.0,260264,410240,260458,410553,농경지,농경지,0,0,1,,양호,,비포장,,무호안,,,,,,직선부,단단면,사질토
100163010002,부구2제,청미천,국가,좌,경기도 여주군 점동면 부구리,22,270,경기도 여주군 점동면 부구리,17,310,2794,2120,53.48~55.41,207~299,4,1:2.0,1:2.0,258879,408545,259585,409859,농경지,농경지,0,1,4,,양호,,비포장,,무호안,,,,,,사행부,단단면,사질토
100163010003,사곡제,청미천,국가,좌,경기도 여주군 점동면 사곡리,16,270,경기도 여주군 점동면 사곡리,13,400,1320,2040,52.40~53.15,193~223,,1:2.0,1:2.0,260585,410674,261572,410965,농경지,농경지,0,2,0,,양호,,비포장,,호안블록,양호,,,,,사행부,단단면,사질토
100163010004,오남제,청미천,국가,좌,경기도 이천시 장호원읍 오남리,45,450,경기도 이천시 장호원읍 장호원리,39,100,3600,2030,61.72~66.14,175~262,5,1:2.0,1:2.0,254968,398998,256232,401974,농경지,농경지,0,4,6,1,양호,,,콘크리트,식생+돌붙임,양호,,,호안블록,양호,사행부,복단면,사질토
100163010005,장안1제,청미천,국가,좌,경기도 여주군 점동면 장안리,9,350,경기도 여주군 점동면 장안리,5,0,2050,2040,49.78~50.84,198~210,3,1:2.0,1:2.0,262811,410007,263664,411825,농경지,농경지,0,1,3,,양호,제정폭 부족,비포장,,호안블록,양호,,,,,직선부,단단면,사질토
100163010006,장안2제,청미천,국가,좌,경기도 여주군 점동면 장안리,4,100,경기도 여주군 점동면 장안리,0,0,1995,2040,49.41~49.62,160~220,4,1:2.0,1:2.0,263959,412186,264241,413569,농경지,농경지,0,2,3,,양호,제정폭 부족,비포장,,호안블록+사석,양호,,,돌망태,양호,사행부,단단면,사질토
100163010007,장호원제,청미천,국가,좌,경기도 이천시 장호원읍 장호원리,39,100,경기도 이천시 장호원읍 장호원리,33,0,3505,2030,59.22~60.00,,15,1:2.0,1:2.0,256225,401999,255582,405346,농경지,농경지,0,3,1,1,양호,,,아스팔트,호안블록,양호,,,호안블록,양호,직선부,복단면,사질토
100163010008,풍계제,청미천,국가,좌,경기도 이천시 장호원읍 풍계리,31,400,경기도 이천시 장호원읍 풍계리,30,100,858,2120,58.45~58.67,272~276,15,1:2.0,1:2.0,255583,405550,255748,406394,,"농경지, 산지",0,1,1,,양호,,,아스팔트,호안블록,양호,,,,,사행부,복단면,사질토
100163010009,오향제,청미천,국가,좌,충청북도 음성군 감곡면 오향리,,,충청북도 음성군 감곡면 오향리,,,1198,,,,4,1:2.0,1:2.0,256313,399693,256826,400498,하천부지,농경지,0,0,3,0,양호,,비포장,,호안블록,보통,,,,,사행부,단단면,"자갈,모래"
100163020000,관한제,청미천,국가,우,경기도 여주군 점동면 관한리,27,100,경기도 여주군 점동면 관한리,23,300,1851,2120,36.01~57.40,175~220,4,1:2.0,1:2.0,257030,406918,258365,407296,농경지,농경지,0,2,6,,양호,제정폭 부족,비포장,,무호안,,,,,,사행부,복단면,사질토
100163020001,뇌곡제,청미천,국가,우,경기도 여주군 점동면 뇌곡리,23,300,경기도 여주군 점동면 뇌곡리,19,450,1899,2120,54.66~55.88,211~239,4,1:2.0,1:2.0,258368,407297,259409,409181,농경지,농경지,0,4,3,,양호,제정폭 부족,비포장,,무호안,,,,,,사행부,복단면,사질토
100163020002,삼합제,청미천,국가,우,경기도 여주군 점동면 삼합리,6,200,경기도 여주군 점동면 삼합리,0,0,2905,2040,49.41~49.98,190~273,7,1:2.0,1:2.0,263849,411206,264736,413563,농경지,농경지,0,3,5,,양호,,비포장,,호안블록+돌망태,양호,,,,,사행부,복단면,사질토
100163020003,성신제,청미천,국가,우,경기도 여주군 점동면 당진리,19,450,경기도 여주군 점동면 현수리,18,150,902,,53.64~54.66,237~239,4,1:2.0,1:2.0,259409,409181,259882,409390,농경지,농경지,0,1,1,,양호,,비포장,,호안블록+돌망태,양호,,,,,사행부,복단면,사질토
100163020004,오행제,청미천,국가,우,충청북도 음성군 감곡면 오행리,42,200,충청북도 음성군 감곡면 오행리,39,200,2300,2030,62.70~64.10,229~239,4,1:2.0,1:2.0,256568,400492,256623,401801,농경지,농경지,0,3,0,,양호,제정폭 부족,,콘크리트,무호안,,,,,,사행부,복단면,사질토
100163020005,왕장제,청미천,국가,우,충청북도 음성군 감곡면 왕장리,39,200,충청북도 음성군 감곡면 왕장리,38,170,450,2030,60.90~61.72,175,15,1:2.0,1:2.0,256645,401881,256251,402498,,농경지,0,1,1,,양호,,비포장,,무호안,,,,,,직선부,복단면,사질토
100163020006,원당제,청미천,국가,우,충청북도 음성군 감곡면 원당리,52,200,충청북도 음성군 감곡면 원당리,48,400,880,2030,67.45,110~135,4,1:2.0,1:2.0,253370,398215,254159,398362,농경지,농경지,0,1,1,,양호,제정폭 부족,비포장,,이불형 돌상자,양호,,,,,사행부,단단면,사질토
100163020007,원부제,청미천,국가,우,경기도 이천시 장호원읍 로탑리,38,170,경기도 이천시 점동면 원부리,27,400,5043,,57.70~61.35,216~310,4,1:2.0,1:2.0,256243,402503,256752,406851,농경지,농경지,0,5,9,,양호,제정폭 부족,비포장,,호안블록+돌망태,양호,,,,,사행부,복단면,사질토
100163020008,장안3제,청미천,국가,우,경기도 여주군 점동면 삼합리,9,350,경기도 여주군 점동면 삼합리,7,150,1000,2040,50.25~50.80,135~211,3,1:2.0,1:2.0,263076,409937,263660,410785,농경지,농경지,0,0,3,,양호,제정폭 부족,비포장,,무호안,,,,,,직선부,복단면,사질토
100163020009,주천제,청미천,국가,우,충청북도 음성군 감곡면 주천리,48,200,충청북도 음성군 감곡면 주천리,44,0,3200,2030,64.66~67.25,199~200,3,1:2.0,1:2.0,254971,398665,256319,399652,농경지,농경지,0,1,9,,양호,제정폭 부족,비포장,,돌망태,보통,,,,,직선부,복단면,사질토
100163020010,현수제,청미천,국가,우,경기도 여주군 점동면 현수리,18,140,경기도 여주군 점동면 현수리,13,300,2933,,52.40~53.64,193~299,3.5,1:2.0,1:2.0,260015,409697,261711,410653,농경지,농경지,0,0,15,,양호,제정폭 부족,비포장,,호안블록,양호,,,,,사행부,복단면,사질토
100219010000,다대제,복하천,국가,좌,경기도 여주군 흥천면 하다리,10,200,경기도 여주군 흥천면 하다리,5,250,3260,1450,38.30~39.20,205~291,4,1:2.0,1:2.0,246539,425470,248184,428002,,농경지,0,2,1,,양호,,비포장,,무호안,,,,,,사행부,단단면,사질토
100219010001,모전제,복하천,국가,좌,경기도 이천시 백사면 모전리,22,200,경기도 이천시 백사면 모전리,18,420,2000,1420,43.63~45.50,165~246,3,1:2.0,1:2.0,242195,421447,244086,422190,농경지,농경지,0,1,0,,보통,제정폭 부족,비포장,,무호안,,,,,,사행부,복단면,사질토
100219010002,백사제,복하천,국가,좌,경기도 이천시 백사면 우곡리,16,0,경기도 이천시 백사면 우곡리,11,300,2370,,39.50~41.99,240~376,3,1:2.0,1:2.0,245053,423237,246293,424591,농경지,농경지,0,0,1,,보통,제방상단에 요철 많음,비포장,,호안블록,보통,,,,,사행부,복단면,사질토
100219010003,복하제,복하천,국가,좌,경기도 이천시 갈산동,25,200,경기도 이천시 갈산동,23,150,1272,1420,45.50~47.40,190~280,3,1:2.0,1:2.0,241793,420102,242088,421268,,농경지,0,3,0,,보통,제정폭 부족,비포장,,무호안,,,,,,직선부,복단면,사질토
100219010004,상용제,복하천,국가,좌,경기도 이천시 백사면 상용리,11,100,경기도 이천시 백사면 상용리,10,300,683,1450,39.20~39.38,250~291,3,1:2.0,1:2.0,246454,424861,246661,425199,농경지,농경지,0,1,0,,양호,제정폭 부족,비포장,,호안블록,양호,,,,,직선부,복단면,사질토
100219010005,상용지구,복하천,국가,좌,경기도 이천시 백사면 상용리,11,300,경기도 이천시 백사면 상용리,11,100,290,1450,39.05~39.20,220,3,1:2.0,1:2.0,246302,424604,246446,424852,농경지,농경지,0,0,0,,보통,제정폭 부족,비포장,,호안블록,양호,,,,,직선부,복단면,사질토
100219010006,우곡제,복하천,국가,좌,경기도 이천시 백사면 우곡리,18,300,경기도 이천시 백사면 우곡리,16,0,1500,1420,41.99~43.45,,3,1:2.0,1:2.0,244307,422447,245059,423198,농경지,농경지,0,1,1,,보통,제방상단에 요철 많음,비포장,,호안블록,보통,,,,,직선부,복단면,사질토
100219010007,유산제,복하천,국가,좌,경기도 이천시 진리동,33,300,경기도 이천시 진리동,31,300,1327,1140,51.46~53.28,113~143,3,1:2.0,1:2.0,239350,417067,240131,417943,고수부지,농경지,0,0,1,,보통,제정폭 부족,비포장,,돌망태,보통,,,,,사행부,복단면,사질토
100219010008,좌안제,복하천,국가,좌,경기도 이천시 진리동,31,300,경기도 이천시 진리동,25,200,3260,1140,47.33~51.46,197~211,3,1:2.0,1:2.0,240175,417972,241769,420055,,농경지,0,3,2,,보통,제정폭 부족,비포장,,무호안,,,,호안블록,보통,직선부,복단면,사질토
100219010009,호법제,복하천,국가,좌,경기도 이천시 호법면 유산리,39,300,경기도 이천시 호법면 유산리,33,300,2995,1140,53.28~58.44,143~223,3,1:2.0,1:2.0,238321,414852,239363,417030,,농경지,0,1,0,,보통,제정폭 부족,비포장,,무호안,,,,,,사행부,복단면,사질토
100219010010,복하천1공구,복하천,국가,좌,경기도 광주시 부발읍 무촌리,22,396,경기도 광주시 부발읍 무촌리,22,0,396,1420,45.50~46.90,146~376,5,1:2.0,1:2.0,242278,421097,242647,421191,하천부지,농경지,1,0,0,0,양호,,비포장,,호안블록,보통,,,,,직선부,단단면,모래
100219010011,복하천2공구,복하천,국가,좌,경기도 광주시 부발읍 무촌리,22,0,경기도 광주시 부발읍 무촌리,18,465,1489,1420,43.63~45.50,146~376,5,1:2.0,1:2.0,242647,421191,244023,421722,하천부지,농경지,3,0,4,0,양호,,비포장,,호안블록,보통,,,,,직선부,단단면,모래
100219010012,복하천3공구,복하천,국가,좌,경기도 광주시 부발읍 무촌리,18,465,경기도 광주시 부발읍 고백리,13,200,2765,1420,40.18~43.63,146~376,5,1:2.0,1:2.0,244023,421722,246107,423521,하천부지,농경지,2,0,1,0,양호,,비포장,,호안블록,보통,,,,,직선부,단단면,모래
100219020000,가좌제,복하천,국가,우,경기도 이천시 장록동,35,30,경기도 이천시 장록동,34,150,590,1140,53.54~53.96,162~192,3,1:2.0,1:2.0,239782,416384,239726,416868,농경지,농경지,0,0,0,,양호,,비포장,,무호안,,,,,,직선부,복단면,사질토
100219020001,고담제,복하천,국가,우,경기도 이천시 장록동,37,0,경기도 이천시 장록동,35,30,910,1140,53.96~56.09,144~192,4,1:2.0,1:2.0,239765,415374,239788,416335,,농경지,0,0,0,,양호,,비포장,,무호안,,,,,,직선부,단단면,사질토
100219020002,단월제,복하천,국가,우,경기도 이천시 단월동,39,300,경기도 이천시 단월동,37,220,450,1140,56.09~58.44,137~223,3,1:2.0,1:2.0,239188,414196,239781,415219,,농경지,0,1,0,,보통,제정폭 부족,비포장,,무호안,,,,,,직선부,복단면,사질토
100219020003,대당제,복하천,국가,우,경기도 여주군 흥천면 대당리,11,300,경기도 여주군 흥천면 대당리,8,100,1729,1450,38.73~39.91,249~291,4,1:2.0,1:2.0,246635,424629,247687,425842,,농경지,0,1,0,,양호,,,아스팔트,호안블록,보통,,,,,직선부,복단면,사질토
100219020005,상백제,복하천,국가,우,경기도 여주군 홍천면 상백리,2,0,경기도 여주군 홍천면 상백리,0,320,680,1450,37.75~37.89,146~302,4,1:2.0,1:2.0,248319,428875,247950,429382,,농경지,0,0,0,,양호,,비포장,,돌망태,양호,,,,,사행부,단단면,사질토
100219020007,우안제,복하천,국가,우,경기도 이천시 부발읍 신하리,31,250,경기도 이천시 부발읍 신하리,26,0,2840,1140,47.71~51.45,197~211,15,1:2.0,1:2.0,240426,417839,241997,419983,,"농경지, 주거지",0,2,0,,보통,제정폭 부족,비포장,,,,,,호안블록,보통,직선부,복단면,사질토
100219020008,장록제,복하천,국가,우,경기도 이천시 장록동,33,400,경기도 이천시 장록동,31,200,910,1140,51.44~53.41,143~160,3,1:2.0,1:2.0,239917,416874,240414,417839,농경지,농경지,0,0,0,,보통,제정폭 부족,비포장,,돌망태,양호,,,,,사행부,단단면,사질토
100219020010,효지제,복하천,국가,우,경기도 여주군 홍천면 효지리,8,80,경기도 여주군 홍천면 효지리,4,100,1985,1450,38.09~38.73,205~250,4,1:2.0,1:2.0,247720,425927,248514,427721,,"농경지, 주거지",0,4,1,,양호,,,,무호안,,,,,,사행부,복단면,사질토
100271010000,가평제,북한강,국가,좌,경기도 가평군 가평읍 대곡리,101,0,경기도 가평군 가평읍 대곡리,99,0,865,16000,56.60~56.69,395~1330,4,1:2.0,1:2.0,245638,480053,245762,479206,농경지,농경지,0,1,1,1,양호,제정폭 부족,,아스팔트,호안블록+돌망태,양호,,,,,사행부,복단면,사질토
100271010001,사농1제,북한강,국가,좌,강원도 춘천시 사농동,155,60,강원도 춘천시 우두동,150,400,2250,12600,74.48~75.24,585~1090,7,1:2.0,1:2.0,263269,491349,263955,488885,제방 비탈면은 호안블록으로 비교적 안정,"시가지로 도로 및 아파트, 상가로 형성",0,2,16,,보통,일부 구간에서 제체내 구조물이 훼손,,,"돌붙임, 게다블록, 평판블록",양호,돌망태,양호,,,직선부,복단면,"자갈, 모래"
100271010002,사농1제,북한강,국가,좌,강원도 춘천시 사농동,155,60,강원도 춘천시 우두동,150,400,2950,12600,74.48~75.24,585~1090,4,1:2.0,1:2.0,263269,491349,263955,488885,제방 비탈면은 호안블록으로 비교적 안정,"시가지로 도로 및 아파트, 상가로 형성",0,2,16,,보통,일부 구간에서 제체내 구조물이 훼손,,,"돌붙임, 게다블록, 평판블록",양호,돌망태,양호,,,직선부,복단면,"자갈, 모래"
100271010003,사농2제,북한강,국가,좌,강원도 춘천시 사농동,156,300,강원도 춘천시 사농동,155,60,800,12600,75.45~75.94,616~633,7,1:1.0,1:2.0,263267,491909,263253,491444,신매대교 직상류 300m에서 직하류 180m구간 밑다짐공사(2001.7~2001.12완료),군부대가 위치,0,2,7,,양호,,,,호박돌 붙임,양호,,,,,직선부,복단면,"자갈, 모래"
100271010004,삼천1제,북한강,국가,좌,강원도 춘천시 삼천동,144,0,강원도 춘천시 삼천동,140,450,1400,16000,73.73~73.91,1400,7,1:1.0,1:2.0,261627,485956,261237,485864,배터로 이용,사이클 경기장,0,0,6,,보통,,,,"십자형, I자형 블록",불량(노화부식),"사석, 돌망태",불량(망태부식),,,직선부,복단면,사질토
